street,latitude,longitude,lrt_stations,lrt_latitude,lrt_longitude,lrt_nearest_distance_m
TELOK BLANGAH ROAD,1.2716757861798562,103.80763480136376,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,12239.44354185793
TREVOSE CRESCENT,1.3222253335422525,103.8235978249979,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,8334.255557645462
MINBU ROAD,1.3237827351345697,103.85010205256792,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,8075.540273652712
KAMPONG EUNOS,1.3189368097492549,103.90627893938446,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,7203.978695197951
GRANGE ROAD,1.2994228130373806,103.83477676775544,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,11041.669841739335
WOODLEIGH CLOSE,1.3363502045078484,103.86906978006188,RENJONG LRT STATION (SW8),1.38670058991904,103.89062131608,6062.131617130581
KIM SENG ROAD,1.2910660304508477,103.83449888266536,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,11747.885627999942
NATHAN ROAD,1.2950108139198266,103.82643679670318,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10870.743105345275
ELLIOT ROAD,1.3109945194232864,103.9310283128486,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8681.504875280256
MEYER ROAD,1.2966818551679753,103.88910011306984,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,9722.846746087718
PASIR PANJANG ROAD,1.2907252914609593,103.7721144547857,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9444.733138793683
GRANGE GARDEN,1.301471463412473,103.82424348015874,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10145.37262192602
ANDERSON ROAD,1.3108394535979777,103.82832536749515,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9615.649347630053
CHERRY AVENUE,1.331725212100125,103.79299075162004,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,5473.833578093655
LENTOR LOOP,1.392387454707658,103.8355452314108,THANGGAM LRT STATION (SW4),1.39731815581938,103.875635154729,4494.666908256185
MOUNT SINAI RISE,1.3144427739141606,103.77785771037104,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,6861.084651685692
SIXTH AVENUE,1.327330894698637,103.792736864926,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,5902.146353964892
BALMORAL PARK,1.3149235655351357,103.82861201569928,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9303.201608489755
MOUNT SINAI DRIVE,1.3166827654015436,103.7773288711038,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,6608.599965774043
THOMSON ROAD,1.3270913316370994,103.84197857373098,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,8119.651746918558
FARRER ROAD,1.3135323352883317,103.80499673505098,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,7874.939780745603
NEWTON ROAD,1.3140498537608185,103.83945280517106,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,9534.092242271985
MARTIN PLACE,1.2941611303612557,103.83805825172496,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,11614.145193556213
SOPHIA ROAD,1.3008381835309766,103.8488807024288,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,10520.156981618566
CORNWALL GARDENS,1.312451113417911,103.80066360523676,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,7765.03558470661
DUCHESS AVENUE,1.3236648028140303,103.7999850602548,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,6624.305304984357
LENGKONG EMPAT,1.327687951929765,103.91184482503115,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,6313.605494374157
SHELFORD ROAD,1.3274001988015862,103.8122567737926,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,7060.848680013551
SERANGOON AVENUE 3,1.3496812248797618,103.86644536984711,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,4794.129710016608
HAIG ROAD,1.30634911314462,103.89780793266507,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8595.793039744935
FLORA ROAD,1.3565403145408614,103.96733910630606,RIVIERA LRT STATION (PE4),1.39451978540251,103.916169381157,7075.634978456376
ST. PATRICK'S ROAD,1.3073067150852011,103.91569828012727,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8607.438486616225
MEYER ROAD,1.2973213075765722,103.88801119388084,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,9664.50868380038
UPPER CHANGI ROAD EAST,1.3429153294865572,103.96249141985004,RIVIERA LRT STATION (PE4),1.39451978540251,103.916169381157,7689.950533492245
PARBURY AVENUE,1.317904652682706,103.94302511713371,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8600.274015073443
ST. PATRICK'S ROAD,1.3073937730961285,103.91605996975464,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8605.07022532757
UPPER CHANGI ROAD EAST,1.34813938704417,103.96208491044447,RIVIERA LRT STATION (PE4),1.39451978540251,103.916169381157,7239.629615989505
LIM TUA TOW ROAD,1.354116195521054,103.87617971349796,RENJONG LRT STATION (SW8),1.38670058991904,103.89062131608,3945.2188446784367
PEMIMPIN DRIVE,1.352821527273847,103.84091679089389,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,5845.648853087563
STILL ROAD SOUTH,1.3060710636169095,103.91017426894447,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8657.782525444962
UPPER BUKIT TIMAH VIEW,1.3468136515707727,103.7706204961058,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,3243.0732537370704
MARINE PARADE ROAD,1.3040555987816933,103.90487712260254,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8840.256322196148
ANGKLONG LANE,1.363271365213048,103.83032831543214,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,6016.249768870759
LORONG ONG LYE,1.349179998752727,103.87865771227952,RENJONG LRT STATION (SW8),1.38670058991904,103.89062131608,4357.234786389413
TANJONG RHU ROAD,1.2967320872912884,103.87063419753756,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,10116.917310491393
JALAN JURONG KECHIL,1.3450293205903667,103.7680004552128,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,3458.6809257149985
MEYER ROAD,1.29741052328477,103.88751087732392,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,9660.751781355713
MARGATE ROAD,1.2987752600619915,103.88851762681094,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,9498.75963203308
BUKIT TIMAH ROAD,1.3337396353681803,103.78660898588792,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,4989.412797566908
DEVONSHIRE ROAD,1.2971928554134224,103.83747092997382,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,11327.686996352066
DAIRY FARM ROAD,1.3648755219659103,103.77052078044504,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,1247.8221418281782
KAMPONG EUNOS,1.318463906528491,103.90607679570388,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,7254.804188578049
FARRER DRIVE,1.3117972095376274,103.80682721132716,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,8141.185227042422
HIGHLAND ROAD,1.3594253810959056,103.8799864049812,RENJONG LRT STATION (SW8),1.38670058991904,103.89062131608,3239.867587509032
RIVIERA DRIVE,1.316206233114233,103.94218749633218,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8712.380538732132
ARDMORE PARK,1.310423987129363,103.8279134032356,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9620.083362608462
ST. MARTIN'S DRIVE,1.306014859809138,103.82415036077016,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9734.650769118009
JALAN LOYANG BESAR,1.3802908091041992,103.96467459631111,RIVIERA LRT STATION (PE4),1.39451978540251,103.916169381157,5622.636515528523
POH HUAT ROAD WEST,1.3668068908800544,103.87625687006503,TONGKANG LRT STATION (SW7),1.38934794658941,103.885844150116,2711.2375925645842
DERBYSHIRE ROAD,1.3156817255322608,103.8458804173752,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,9081.251446997498
HOLLAND ROAD,1.3113258918817663,103.8042391126887,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,8051.460631134495
SCOTTS ROAD,1.3098089873401169,103.83491791380814,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,10177.698257043983
TREVOSE CRESCENT,1.3246884426148469,103.82574416015764,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,8314.22844789091
OXLEY WALK,1.2967052650608446,103.84190257105504,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,11199.479191360508
LORONG SARHAD,1.2805532898161704,103.78930185588784,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10758.032660749197
KIM YAM ROAD,1.2934496158287156,103.83888891575558,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,11654.029047824686
JALAN RAJAWALI,1.3438608835910673,103.76858987473013,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,3581.152325664863
ARDMORE PARK,1.310558048415899,103.82950876431674,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9726.309741315807
MACPHERSON ROAD,1.3325184684710756,103.88622884518853,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,5847.164413022372
LINCOLN ROAD,1.3152126786382952,103.84354757376089,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,9228.84484223181
STEVENS ROAD,1.3203051786319746,103.82480838423956,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,8580.430744797897
LEEDON HEIGHTS,1.313829211481122,103.8014524210563,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,7665.185162460801
CUSCADEN WALK,1.303971017450713,103.82786677442569,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10166.565084015914
GILSTEAD ROAD,1.3185981464280447,103.83982234525706,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,9064.163075971252
LORONG L TELOK KURAU,1.313375284707592,103.9141282950434,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,7916.421885968014
NASSIM ROAD,1.3076792535528072,103.8241711671104,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9590.129601342767
CUSCADEN ROAD,1.3049000874845669,103.8268499350528,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10015.842785561084
BUKIT TIMAH ROAD,1.3184777887426424,103.8299505850898,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9127.29731901533
WOOLLERTON PARK,1.31529463123951,103.80806994078864,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,7876.538602004776
LEICESTER ROAD,1.329430695647404,103.86735725186348,RENJONG LRT STATION (SW8),1.38670058991904,103.89062131608,6841.421326801318
ST. THOMAS WALK,1.2984103723914058,103.83589830313932,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,11207.603976878052
HUME AVENUE,1.3600568177958423,103.76581067028071,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,1878.5522282601041
STEVENS DRIVE,1.3169119711432826,103.82673345553825,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,8999.806567478261
ORANGE GROVE ROAD,1.3091334754306905,103.82772605806908,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9714.814961539694
PATERSON ROAD,1.3010978804758768,103.83056321921612,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10601.93850359131
UPPER EAST COAST ROAD,1.313655691163044,103.9390907154923,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8790.006384793207
JALAN LIMAU BALI,1.3225945442859892,103.94833633001988,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8507.360136868345
JALAN BUNGA RAMPAI,1.3387825629331174,103.88302640874568,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,5267.282065773197
PEPYS ROAD,1.277746373566088,103.79378392629006,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,11164.411166879117
SUNSET HEIGHTS,1.3283885825338564,103.76935103060488,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,5283.9183176203005
UPPER EAST COAST ROAD,1.3144907944099118,103.93260581606368,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8392.618882170755
BALMORAL ROAD,1.3160274772910294,103.83158982838803,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9447.336571733826
KING ALBERT PARK,1.3365735175763256,103.78029725594838,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,4488.686376713494
BUTTERWORTH LANE,1.3121223773107136,103.89466356944666,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,7978.664738517592
ANGULLIA PARK,1.3037665554955946,103.83003347408103,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10335.209830491009
AMBER GARDENS,1.3024351391840017,103.90000269119264,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,9017.904068028029
MARYMOUNT TERRACE,1.351665191647007,103.84155399400052,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,5893.979631734885
HULLET ROAD,1.304220706553663,103.83838947618209,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,10572.29955592091
UPPER EAST COAST ROAD,1.3136000617668615,103.93755343174422,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8716.957531692799
BALMORAL ROAD,1.314516927431839,103.8322068622233,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9613.906089307897
HOLLAND ROAD,1.310486779124823,103.8018997270778,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,8020.0542453153075
YOUNGBERG TERRACE,1.339245606403212,103.86977006083109,RENJONG LRT STATION (SW8),1.38670058991904,103.89062131608,5737.526610560266
PASIR PANJANG ROAD,1.2813501268840042,103.78364224420456,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10571.097364506579
EVELYN ROAD,1.3160641737103955,103.83949297268828,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,9331.551864542149
CHANCERY LANE,1.3235607386749408,103.83875032146037,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,8634.206474723387
BALMORAL PARK,1.3163239569650165,103.82815232579058,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9155.703403937141
BISHOPSGATE,1.2983521364578097,103.82445614425008,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10441.387011416617
LEEDON ROAD,1.3129190287396597,103.79698420373497,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,7553.653128664484
ST. PATRICK'S ROAD,1.3068861493932342,103.9137171674505,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8617.768217617835
BUKIT TIMAH ROAD,1.3352198943675226,103.78184133862632,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,4674.975215863679
UPPER CHANGI ROAD EAST,1.3449248541563923,103.96330062797448,RIVIERA LRT STATION (PE4),1.39451978540251,103.916169381157,7588.50641165683
LORONG SARINA,1.3208220667639174,103.90726139624486,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,7003.8380921804455
LORONG LEW LIAN,1.3502902658964877,103.8780227590791,RENJONG LRT STATION (SW8),1.38670058991904,103.89062131608,4263.218712355915
TANJONG RHU ROAD,1.299737245001278,103.88441808564694,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,9450.751613230925
PAYA LEBAR CRESCENT,1.349813537592388,103.88074548484737,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,4223.3479168531085
BALMORAL ROAD,1.314890092493852,103.83292814168634,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9641.676492549328
HOLLAND ROAD,1.3115726396093594,103.80257680551212,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,7944.307691496487
CAIRNHILL ROAD,1.307525584256819,103.83648789028584,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,10327.301834101516
BOON TECK ROAD,1.327718504889425,103.85032777186149,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,7661.810086377689
LADY HILL ROAD,1.3104376732863112,103.82504008478826,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9412.445100463117
THOMSON ROAD,1.3411028334225763,103.83874107594586,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,7000.800793354695
KENG CHIN ROAD,1.3172475748171626,103.8299725999947,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9224.566496501278
JALAN TUA KONG,1.318379925362051,103.92460708789528,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,7667.290492301873
MOUNT SINAI RISE,1.3153695546393456,103.77694259243532,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,6748.901380679942
BUKIT TIMAH ROAD,1.3151230585514162,103.8354966819055,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,9626.82631562267
ORCHARD BOULEVARD,1.303333388883856,103.82470669291456,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10009.095945984158
WEST COAST ROAD,1.2938062757003783,103.76786573438729,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9111.41577849024
WISHART ROAD,1.270630351056541,103.81407488145705,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,12601.74874308596
BUKIT TIMAH ROAD,1.334379834683607,103.78320097748129,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,4804.55589795625
TAMAN NAKHODA,1.313024924315546,103.80815943262168,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,8096.999151736356
IPOH LANE,1.3122448300897191,103.89602075271728,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,7959.811550981612
YIO CHU KANG ROAD,1.3573731881197786,103.87625894291114,RENJONG LRT STATION (SW8),1.38670058991904,103.89062131608,3615.3826753782855
RIDLEY PARK,1.3003086996953106,103.81544285922637,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9719.948485981186
UPPER EAST COAST ROAD,1.3131804604284767,103.937319532508,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8746.73864540123
FARRER ROAD,1.3116549264436952,103.80487571992045,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,8051.765382058847
LOWER DELTA ROAD,1.276003419277985,103.82402466347922,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,12532.867052256386
CLAYMORE ROAD,1.3084601729615255,103.83064226371,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9983.510352808178
EAST COAST ROAD,1.3091370825872402,103.90943264153614,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8312.23423245932
PASIR PANJANG HILL,1.2819169435167097,103.7857076630172,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10541.560818652
YIO CHU KANG ROAD,1.3843817479001912,103.8357467301352,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,4589.644730705951
MOUNTBATTEN ROAD,1.302969307078749,103.89912589819234,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8962.085776865504
BALMORAL PARK,1.314785750760218,103.8270624968448,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9196.986583024964
DEVONSHIRE ROAD,1.2984942799260428,103.83664978517554,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,11230.402761030058
MEYER ROAD,1.2981459966065472,103.8974908759434,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,9503.399972765486
PATERSON HILL,1.30030548061848,103.82895249825202,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10560.722939075058
UPPER EAST COAST ROAD,1.3157749325536725,103.94518953245404,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8927.80572815482
CARLISLE ROAD,1.3147758574306632,103.8466804642866,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,9141.77991769832
SHELFORD ROAD,1.3266013543696693,103.81265485033084,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,7156.928428529651
MOUNT SINAI RISE,1.3150174599292457,103.77779943777549,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,6797.209704450249
ELIZABETH DRIVE,1.359921035152696,103.76339212786156,BUKIT PANJANG LRT STATION (BP6),1.37792694616982,103.763102931112,1991.263588311337
ARNASALAM CHETTY ROAD,1.2918837359086606,103.8389455679508,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,11813.685969162141
TAMARIND ROAD,1.389222750721217,103.85919463732276,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,1927.1945191687148
KIM SENG ROAD,1.2929339196350709,103.83359003812596,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,11521.992853690854
HOLLAND ROAD,1.3093504645747858,103.8069527317105,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,8385.24743925301
FORT ROAD,1.3003202191225671,103.88509756564532,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,9375.871742727311
POH HUAT ROAD WEST,1.3668720908012442,103.87727689557364,RENJONG LRT STATION (SW8),1.38670058991904,103.89062131608,2648.1391520145844
PASIR PANJANG ROAD,1.2914488269703326,103.7685851939768,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9368.985559765348
GRANGE ROAD,1.3008616618259634,103.82414716637145,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10194.127511595156
ONTARIO AVENUE,1.3567494293713709,103.82746954811044,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,6612.430604579732
PASIR PANJANG ROAD,1.2788096497308752,103.7875539324253,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10913.507337800365
ENG KONG CRESCENT,1.3357839288558817,103.76985853406036,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,4464.630132923838
JERVOIS ROAD,1.2942955352739494,103.8214311532112,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10633.307167344632
ARTHUR ROAD,1.2989015386148426,103.8871515994644,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,9501.55006772214
SUNSET CLOSE,1.324071696056068,103.76564100496218,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,5790.856889993983
NEWTON ROAD,1.314914617451499,103.83968771618254,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,9436.54127358612
TOMLINSON ROAD,1.302934076960986,103.82694960330576,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10194.434196924489
EWE BOON ROAD,1.3157367865056713,103.83090871294075,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9416.389465322956
HILLVIEW AVENUE,1.3541643871337772,103.76145423211696,BUKIT PANJANG LRT STATION (BP6),1.37792694616982,103.763102931112,2633.9431949502477
CAIRNHILL CIRCLE,1.3064483293739704,103.83841307855008,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,10345.848948094063
CHANCERY LANE,1.3192890782705595,103.83665326517912,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,9160.521332320373
PATERSON ROAD,1.3004672221646327,103.83058788955157,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10658.304059909093
MARGOLIOUTH ROAD,1.3204844148484611,103.82435087440292,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,8530.840246170788
MOUNT FABER ROAD,1.268900320136196,103.82463553922562,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,13262.17943111112
PATERSON ROAD,1.3000875426144385,103.83007092060728,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10655.860125967245
DEVONSHIRE ROAD,1.2993880985091957,103.83695908882164,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,11125.995390519149
FORD AVENUE,1.3137207665744668,103.79387769984037,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,7346.175124095948
LORONG SELANGAT,1.3459502418706923,103.86720168476369,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,5179.4571818751465
LORONG SARHAD,1.2807117812986275,103.78853638266284,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10725.218290452009
FARRER DRIVE,1.3138665435465788,103.80645724659048,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,7921.571649813118
MERGUI ROAD,1.318021993894872,103.85159370665656,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,8618.186994018457
SHELFORD ROAD,1.326597305000099,103.8113329077512,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,7063.479125499456
MOUNT SINAI RISE,1.3150328756386385,103.77725704205652,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,6789.316808562226
BIDEFORD ROAD,1.3049627894505669,103.83640790393764,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,10587.695188408363
TEMBELING ROAD,1.308340595437012,103.90595135693368,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8371.791579275852
HILLVIEW AVENUE,1.3594378687593212,103.76293252876044,BUKIT PANJANG LRT STATION (BP6),1.37792694616982,103.763102931112,2044.5175571819254
LORONG L TELOK KURAU,1.3122318538641324,103.91518712580148,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8061.351887664827
UPPER EAST COAST ROAD,1.3138495703612054,103.9380984377651,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,8719.944398650547
ST. MARTIN'S DRIVE,1.3063778552211356,103.82402020204914,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9693.930556671274
FARRER ROAD,1.313361874195156,103.80548954553964,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,7917.752931391933
MIMOSA CRESCENT,1.3828514086493884,103.86337484088382,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,1752.0682332190468
LORONG PUNTONG,1.3605612937927547,103.83132264787304,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,6087.789412033099
JALAN MERLIMAU,1.3235715179182346,103.84113341597175,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,8507.925171864152
GOLDHILL AVENUE,1.3215195128010964,103.83394702954068,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,9097.545751458007
UPPER THOMSON ROAD,1.371756973623092,103.82817985404844,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,5800.175419318158
SIMS AVENUE EAST,1.3186928880586293,103.90574945368238,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,7227.460598078507
GRANGE ROAD,1.2987808922794035,103.82667748385737,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10545.01709308179
HEMMANT ROAD,1.3116774246795515,103.89052388834035,RANGGUNG LRT STATION (SE5),1.38423355918277,103.897194667804,8057.165514174419
CARPMAEL ROAD,1.3125648122310258,103.89798649539732,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,7908.504939455237
GRANGE ROAD,1.2985048225076354,103.82556622757716,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,10498.1147127983
BUCKLEY ROAD,1.3179599892588336,103.8403281232722,FERNVALE LRT STATION (SW5),1.39188589234766,103.87630862552,9102.40450968759
NASSIM ROAD,1.307888438628917,103.822990677438,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9491.629934644401
ORANGE GROVE ROAD,1.3137258910375422,103.82637959339854,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9233.103189549593
JALAN AMPANG,1.3213223567719967,103.79411801417484,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,6573.129540323291
ARDMORE PARK,1.3084361638238005,103.82859684221674,PENDING LRT STATION (BP8),1.37613574334988,103.771261175571,9836.33173361556
AMBER ROAD,1.298861319253314,103.89852286272748,KANGKAR LRT STATION (SE4),1.38395911688913,103.90222537044,9418.703110641725
